ID,Date,Time,Category,Details,Image Path,id,date,time,class,details,image_path
127.0,"April 08, 2025",02:19 PM,Cheating,Cheating detected with 0.44 confidence,cheating_frames/Cheating_2025-04-08_14-19-26.jpg,,,,,,
128.0,"April 08, 2025",02:19 PM,Normal,Normal detected with 0.45 confidence,cheating_frames/Normal_2025-04-08_14-19-30.jpg,,,,,,
129.0,"April 08, 2025",02:22 PM,Cheating,Cheating detected with 0.44 confidence,cheating_frames/Cheating_2025-04-08_14-22-21.jpg,,,,,,
130.0,"April 08, 2025",02:22 PM,Mobile Detected,Mobile Detected detected with 0.45 confidence,cheating_frames/Mobile Detected_2025-04-08_14-22-25.jpg,,,,,,
131.0,"April 08, 2025",02:22 PM,Mobile Detected,Mobile Detected detected with 0.45 confidence,cheating_frames/Mobile Detected_2025-04-08_14-22-31.jpg,,,,,,
132.0,"April 08, 2025",02:22 PM,Cheating,Cheating detected with 0.47 confidence,cheating_frames/Cheating_2025-04-08_14-22-37.jpg,,,,,,
133.0,"April 08, 2025",02:22 PM,Normal,Normal detected with 0.42 confidence,cheating_frames/Normal_2025-04-08_14-22-39.jpg,,,,,,
134.0,"April 08, 2025",02:22 PM,Mobile Detected,Mobile Detected detected with 0.56 confidence,cheating_frames/Mobile Detected_2025-04-08_14-22-43.jpg,,,,,,
135.0,"April 08, 2025",02:22 PM,Cheating,Cheating detected with 0.41 confidence,cheating_frames/Cheating_2025-04-08_14-22-48.jpg,,,,,,
136.0,"April 08, 2025",02:22 PM,Cheating,Cheating detected with 0.40 confidence,cheating_frames/Cheating_2025-04-08_14-22-53.jpg,,,,,,
137.0,"April 08, 2025",02:22 PM,Mobile Detected,Mobile Detected detected with 0.40 confidence,cheating_frames/Mobile Detected_2025-04-08_14-22-56.jpg,,,,,,
138.0,"April 08, 2025",02:23 PM,Cheating,Cheating detected with 0.48 confidence,cheating_frames/Cheating_2025-04-08_14-23-12.jpg,,,,,,
139.0,"April 08, 2025",02:23 PM,Cheating,Cheating detected with 0.56 confidence,cheating_frames/Cheating_2025-04-08_14-23-17.jpg,,,,,,
140.0,"April 08, 2025",02:23 PM,Cheating,Cheating detected with 0.44 confidence,cheating_frames/Cheating_2025-04-08_14-23-28.jpg,,,,,,
141.0,"April 08, 2025",02:23 PM,Mobile Detected,Mobile Detected detected with 0.45 confidence,cheating_frames/Mobile Detected_2025-04-08_14-23-34.jpg,,,,,,
142.0,"April 08, 2025",02:23 PM,Cheating,Cheating detected with 0.48 confidence,cheating_frames/Cheating_2025-04-08_14-23-35.jpg,,,,,,
143.0,"April 08, 2025",02:23 PM,Normal,Normal detected with 0.74 confidence,cheating_frames/Normal_2025-04-08_14-23-55.jpg,,,,,,
144.0,"April 08, 2025",02:23 PM,Cheating,Cheating detected with 0.49 confidence,cheating_frames/Cheating_2025-04-08_14-23-58.jpg,,,,,,
145.0,"April 08, 2025",02:24 PM,Mobile Detected,Mobile Detected detected with 0.59 confidence,cheating_frames/Mobile Detected_2025-04-08_14-24-07.jpg,,,,,,
146.0,"April 08, 2025",02:26 PM,Cheating,Cheating detected with 0.49 confidence,cheating_frames/Cheating_2025-04-08_14-26-07.jpg,,,,,,
147.0,"April 08, 2025",02:26 PM,Mobile Detected,Mobile Detected detected with 0.66 confidence,cheating_frames/Mobile Detected_2025-04-08_14-26-07.jpg,,,,,,
148.0,"April 08, 2025",02:26 PM,Normal,Normal detected with 0.47 confidence,cheating_frames/Normal_2025-04-08_14-26-08.jpg,,,,,,
149.0,"April 08, 2025",02:26 PM,Mobile Detected,Mobile Detected detected with 0.43 confidence,cheating_frames/Mobile Detected_2025-04-08_14-26-20.jpg,,,,,,
150.0,"April 08, 2025",02:26 PM,Mobile Detected,Mobile Detected detected with 0.58 confidence,cheating_frames/Mobile Detected_2025-04-08_14-26-27.jpg,,,,,,
151.0,"April 08, 2025",02:26 PM,Cheating,Cheating detected with 0.55 confidence,cheating_frames/Cheating_2025-04-08_14-26-30.jpg,,,,,,
152.0,"April 08, 2025",02:26 PM,Mobile Detected,Mobile Detected detected with 0.43 confidence,cheating_frames/Mobile Detected_2025-04-08_14-26-34.jpg,,,,,,
153.0,"April 08, 2025",02:26 PM,Mobile Detected,Mobile Detected detected with 0.83 confidence,cheating_frames/Mobile Detected_2025-04-08_14-26-39.jpg,,,,,,
154.0,"April 08, 2025",02:26 PM,Normal,Normal detected with 0.73 confidence,cheating_frames/Normal_2025-04-08_14-26-46.jpg,,,,,,
155.0,"April 08, 2025",02:26 PM,Mobile Detected,Mobile Detected detected with 0.63 confidence,cheating_frames/Mobile Detected_2025-04-08_14-26-53.jpg,,,,,,
156.0,"April 08, 2025",02:26 PM,Normal,Normal detected with 0.57 confidence,cheating_frames/Normal_2025-04-08_14-26-53.jpg,,,,,,
157.0,"April 08, 2025",02:27 PM,Cheating,Cheating detected with 0.51 confidence,cheating_frames/Cheating_2025-04-08_14-27-00.jpg,,,,,,
158.0,"April 08, 2025",02:27 PM,Normal,Normal detected with 0.42 confidence,cheating_frames/Normal_2025-04-08_14-27-08.jpg,,,,,,
159.0,"April 08, 2025",02:27 PM,Mobile Detected,Mobile Detected detected with 0.62 confidence,cheating_frames/Mobile Detected_2025-04-08_14-27-46.jpg,,,,,,
160.0,"April 08, 2025",02:28 PM,Mobile Detected,Mobile Detected detected with 0.50 confidence,cheating_frames/Mobile Detected_2025-04-08_14-28-02.jpg,,,,,,
161.0,"April 08, 2025",02:28 PM,Giving Cheats,Giving Cheats detected with 0.43 confidence,cheating_frames/Giving Cheats_2025-04-08_14-28-02.jpg,,,,,,
162.0,"April 08, 2025",02:28 PM,Cheating,Cheating detected with 0.51 confidence,cheating_frames/Cheating_2025-04-08_14-28-08.jpg,,,,,,
163.0,"April 08, 2025",02:28 PM,Mobile Detected,Mobile Detected detected with 0.40 confidence,cheating_frames/Mobile Detected_2025-04-08_14-28-09.jpg,,,,,,
164.0,"April 08, 2025",02:28 PM,Giving Cheats,Giving Cheats detected with 0.46 confidence,cheating_frames/Giving Cheats_2025-04-08_14-28-15.jpg,,,,,,
165.0,"April 08, 2025",02:28 PM,Mobile Detected,Mobile Detected detected with 0.42 confidence,cheating_frames/Mobile Detected_2025-04-08_14-28-17.jpg,,,,,,
166.0,"April 08, 2025",02:28 PM,Mobile Detected,Mobile Detected detected with 0.52 confidence,cheating_frames/Mobile Detected_2025-04-08_14-28-23.jpg,,,,,,
167.0,"April 08, 2025",02:28 PM,Mobile Detected,Mobile Detected detected with 0.53 confidence,cheating_frames/Mobile Detected_2025-04-08_14-28-28.jpg,,,,,,
168.0,"April 08, 2025",02:28 PM,Cheating,Cheating detected with 0.47 confidence,cheating_frames/Cheating_2025-04-08_14-28-30.jpg,,,,,,
169.0,"April 08, 2025",02:28 PM,Mobile Detected,Mobile Detected detected with 0.78 confidence,cheating_frames/Mobile Detected_2025-04-08_14-28-33.jpg,,,,,,
170.0,"April 08, 2025",02:28 PM,Cheating,Cheating detected with 0.61 confidence,cheating_frames/Cheating_2025-04-08_14-28-36.jpg,,,,,,
171.0,"April 08, 2025",02:28 PM,Normal,Normal detected with 0.76 confidence,cheating_frames/Normal_2025-04-08_14-28-42.jpg,,,,,,
172.0,"April 08, 2025",02:28 PM,Normal,Normal detected with 0.71 confidence,cheating_frames/Normal_2025-04-08_14-28-47.jpg,,,,,,
173.0,"April 08, 2025",02:28 PM,Giving Cheats,Giving Cheats detected with 0.41 confidence,cheating_frames/Giving Cheats_2025-04-08_14-28-53.jpg,,,,,,
174.0,"April 08, 2025",02:29 PM,Normal,Normal detected with 0.79 confidence,cheating_frames/Normal_2025-04-08_14-29-04.jpg,,,,,,
175.0,"April 08, 2025",02:29 PM,Mobile Detected,Mobile Detected detected with 0.49 confidence,cheating_frames/Mobile Detected_2025-04-08_14-29-05.jpg,,,,,,
176.0,"April 08, 2025",02:29 PM,Mobile Detected,Mobile Detected detected with 0.64 confidence,cheating_frames/Mobile Detected_2025-04-08_14-29-10.jpg,,,,,,
177.0,"April 08, 2025",02:29 PM,Normal,Normal detected with 0.84 confidence,cheating_frames/Normal_2025-04-08_14-29-12.jpg,,,,,,
178.0,"April 08, 2025",02:31 PM,Cheating,Cheating detected with 0.44 confidence,cheating_frames/Cheating_2025-04-08_14-31-21.jpg,,,,,,
179.0,"April 08, 2025",02:31 PM,Normal,Normal detected with 0.40 confidence,cheating_frames/Normal_2025-04-08_14-31-21.jpg,,,,,,
180.0,"April 08, 2025",02:31 PM,Cheating,Cheating detected with 0.45 confidence,cheating_frames/Cheating_2025-04-08_14-31-26.jpg,,,,,,
181.0,"April 08, 2025",02:31 PM,Mobile Detected,Mobile Detected detected with 0.41 confidence,cheating_frames/Mobile Detected_2025-04-08_14-31-28.jpg,,,,,,
182.0,"April 08, 2025",02:31 PM,Mobile Detected,Mobile Detected detected with 0.51 confidence,cheating_frames/Mobile Detected_2025-04-08_14-31-33.jpg,,,,,,
183.0,"April 08, 2025",02:31 PM,Cheating,Cheating detected with 0.72 confidence,cheating_frames/Cheating_2025-04-08_14-31-34.jpg,,,,,,
184.0,"April 08, 2025",02:31 PM,Mobile Detected,Mobile Detected detected with 0.56 confidence,cheating_frames/Mobile Detected_2025-04-08_14-31-42.jpg,,,,,,
185.0,"April 08, 2025",02:31 PM,Normal,Normal detected with 0.47 confidence,cheating_frames/Normal_2025-04-08_14-31-46.jpg,,,,,,
186.0,"April 08, 2025",02:31 PM,Mobile Detected,Mobile Detected detected with 0.42 confidence,cheating_frames/Mobile Detected_2025-04-08_14-31-47.jpg,,,,,,
187.0,"April 08, 2025",02:31 PM,Cheating,Cheating detected with 0.49 confidence,cheating_frames/Cheating_2025-04-08_14-31-49.jpg,,,,,,
188.0,"April 08, 2025",02:31 PM,Mobile Detected,Mobile Detected detected with 0.54 confidence,cheating_frames/Mobile Detected_2025-04-08_14-31-53.jpg,,,,,,
189.0,"April 08, 2025",02:31 PM,Mobile Detected,Mobile Detected detected with 0.50 confidence,cheating_frames/Mobile Detected_2025-04-08_14-31-58.jpg,,,,,,
190.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.56 confidence,cheating_frames/Cheating_2025-04-08_14-32-00.jpg,,,,,,
191.0,"April 08, 2025",02:32 PM,Normal,Normal detected with 0.41 confidence,cheating_frames/Normal_2025-04-08_14-32-03.jpg,,,,,,
192.0,"April 08, 2025",02:32 PM,Mobile Detected,Mobile Detected detected with 0.79 confidence,cheating_frames/Mobile Detected_2025-04-08_14-32-03.jpg,,,,,,
193.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.54 confidence,cheating_frames/Cheating_2025-04-08_14-32-05.jpg,,,,,,
194.0,"April 08, 2025",02:32 PM,Mobile Detected,Mobile Detected detected with 0.45 confidence,cheating_frames/Mobile Detected_2025-04-08_14-32-11.jpg,,,,,,
195.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.56 confidence,cheating_frames/Cheating_2025-04-08_14-32-14.jpg,,,,,,
196.0,"April 08, 2025",02:32 PM,Mobile Detected,Mobile Detected detected with 0.74 confidence,cheating_frames/Mobile Detected_2025-04-08_14-32-19.jpg,,,,,,
197.0,"April 08, 2025",02:32 PM,Normal,Normal detected with 0.49 confidence,cheating_frames/Normal_2025-04-08_14-32-19.jpg,,,,,,
198.0,"April 08, 2025",02:32 PM,Mobile Detected,Mobile Detected detected with 0.68 confidence,cheating_frames/Mobile Detected_2025-04-08_14-32-24.jpg,,,,,,
199.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.43 confidence,cheating_frames/Cheating_2025-04-08_14-32-30.jpg,,,,,,
200.0,"April 08, 2025",02:32 PM,Mobile Detected,Mobile Detected detected with 0.42 confidence,cheating_frames/Mobile Detected_2025-04-08_14-32-31.jpg,,,,,,
201.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.54 confidence,cheating_frames/Cheating_2025-04-08_14-32-36.jpg,,,,,,
202.0,"April 08, 2025",02:32 PM,Normal,Normal detected with 0.41 confidence,cheating_frames/Normal_2025-04-08_14-32-37.jpg,,,,,,
203.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.41 confidence,cheating_frames/Cheating_2025-04-08_14-32-41.jpg,,,,,,
204.0,"April 08, 2025",02:32 PM,Normal,Normal detected with 0.50 confidence,cheating_frames/Normal_2025-04-08_14-32-42.jpg,,,,,,
205.0,"April 08, 2025",02:32 PM,Mobile Detected,Mobile Detected detected with 0.57 confidence,cheating_frames/Mobile Detected_2025-04-08_14-32-43.jpg,,,,,,
206.0,"April 08, 2025",02:32 PM,Mobile Detected,Mobile Detected detected with 0.63 confidence,cheating_frames/Mobile Detected_2025-04-08_14-32-52.jpg,,,,,,
207.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.49 confidence,cheating_frames/Cheating_2025-04-08_14-32-53.jpg,,,,,,
208.0,"April 08, 2025",02:32 PM,Normal,Normal detected with 0.47 confidence,cheating_frames/Normal_2025-04-08_14-32-54.jpg,,,,,,
209.0,"April 08, 2025",02:32 PM,Cheating,Cheating detected with 0.47 confidence,cheating_frames/Cheating_2025-04-08_14-32-59.jpg,,,,,,
210.0,"April 08, 2025",02:32 PM,Normal,Normal detected with 0.50 confidence,cheating_frames/Normal_2025-04-08_14-32-59.jpg,,,,,,
211.0,"April 08, 2025",02:33 PM,Mobile Detected,Mobile Detected detected with 0.67 confidence,cheating_frames/Mobile Detected_2025-04-08_14-33-00.jpg,,,,,,
212.0,"April 08, 2025",02:33 PM,Cheating,Cheating detected with 0.43 confidence,cheating_frames/Cheating_2025-04-08_14-33-04.jpg,,,,,,
213.0,"April 08, 2025",02:33 PM,Mobile Detected,Mobile Detected detected with 0.46 confidence,cheating_frames/Mobile Detected_2025-04-08_14-33-06.jpg,,,,,,
214.0,"April 08, 2025",02:33 PM,Giving Cheats,Giving Cheats detected with 0.73 confidence,cheating_frames/Giving Cheats_2025-04-08_14-33-08.jpg,,,,,,
215.0,"April 08, 2025",02:33 PM,Cheating,Cheating detected with 0.70 confidence,cheating_frames/Cheating_2025-04-08_14-33-09.jpg,,,,,,
216.0,"April 08, 2025",02:33 PM,Normal,Normal detected with 0.47 confidence,cheating_frames/Normal_2025-04-08_14-33-11.jpg,,,,,,
217.0,"April 08, 2025",02:33 PM,Mobile Detected,Mobile Detected detected with 0.43 confidence,cheating_frames/Mobile Detected_2025-04-08_14-33-14.jpg,,,,,,
218.0,"April 08, 2025",02:33 PM,Giving Cheats,Giving Cheats detected with 0.41 confidence,cheating_frames/Giving Cheats_2025-04-08_14-33-14.jpg,,,,,,
219.0,"April 08, 2025",02:33 PM,Cheating,Cheating detected with 0.41 confidence,cheating_frames/Cheating_2025-04-08_14-33-15.jpg,,,,,,
221.0,"April 18, 2025",07:18 PM,cheating,cheating detected with 0.71 confidence,cheating_frames/cheating_2025-04-18_19-18-35.jpg,,,,,,
222.0,"April 18, 2025",07:18 PM,Mobile Detected,Mobile Detected detected with 0.79 confidence,cheating_frames/Mobile Detected_2025-04-18_19-18-39.jpg,,,,,,
223.0,"April 18, 2025",07:18 PM,cheating,cheating detected with 0.54 confidence,cheating_frames/cheating_2025-04-18_19-18-44.jpg,,,,,,
224.0,"April 18, 2025",07:18 PM,Mobile Detected,Mobile Detected detected with 0.42 confidence,cheating_frames/Mobile Detected_2025-04-18_19-18-55.jpg,,,,,,
225.0,"April 18, 2025",07:19 PM,cheating,cheating detected with 0.56 confidence,cheating_frames/cheating_2025-04-18_19-19-09.jpg,,,,,,
226.0,"April 18, 2025",07:19 PM,cheating,cheating detected with 0.45 confidence,cheating_frames/cheating_2025-04-18_19-19-29.jpg,,,,,,
227.0,"April 18, 2025",07:19 PM,sleep,sleep detected with 0.51 confidence,cheating_frames/sleep_2025-04-18_19-19-59.jpg,,,,,,
228.0,"April 18, 2025",07:20 PM,cheating,cheating detected with 0.46 confidence,cheating_frames/cheating_2025-04-18_19-20-05.jpg,,,,,,
229.0,"April 18, 2025",07:20 PM,cheating,cheating detected with 0.40 confidence,cheating_frames/cheating_2025-04-18_19-20-10.jpg,,,,,,
230.0,"April 19, 2025",11:30 AM,cheating,cheating detected with 0.54 confidence,cheating_frames/cheating_2025-04-19_11-30-53.jpg,,,,,,
231.0,"April 19, 2025",11:31 AM,sleep,sleep detected with 0.42 confidence,cheating_frames/sleep_2025-04-19_11-31-09.jpg,,,,,,
232.0,"April 19, 2025",11:31 AM,cheating,cheating detected with 0.60 confidence,cheating_frames/cheating_2025-04-19_11-31-15.jpg,,,,,,
233.0,"April 19, 2025",11:31 AM,sleep,sleep detected with 0.52 confidence,cheating_frames/sleep_2025-04-19_11-31-16.jpg,,,,,,
234.0,"April 19, 2025",11:31 AM,cheating,cheating detected with 0.44 confidence,cheating_frames/cheating_2025-04-19_11-31-24.jpg,,,,,,
235.0,"April 19, 2025",11:32 AM,cheating,cheating detected with 0.46 confidence,cheating_frames/cheating_2025-04-19_11-32-45.jpg,,,,,,
236.0,"April 19, 2025",11:32 AM,cheating,cheating detected with 0.68 confidence,cheating_frames/cheating_2025-04-19_11-32-50.jpg,,,,,,
237.0,"April 19, 2025",11:32 AM,cheating,cheating detected with 0.50 confidence,cheating_frames/cheating_2025-04-19_11-32-55.jpg,,,,,,
,,,,,,238.0,"April 20, 2025",10:00 PM,cheating,cheating detected with 0.42 confidence,cheating_frames/cheating_2025-04-20_22-00-41.jpg
,,,,,,239.0,"April 20, 2025",10:00 PM,cheating,cheating detected with 0.56 confidence,cheating_frames/cheating_2025-04-20_22-00-52.jpg
,,,,,,240.0,"April 20, 2025",10:01 PM,Mobile Detected,Mobile Detected detected with 0.42 confidence,cheating_frames/Mobile Detected_2025-04-20_22-01-05.jpg
,,,,,,241.0,"April 20, 2025",10:01 PM,Mobile Detected,Mobile Detected detected with 0.51 confidence,cheating_frames/Mobile Detected_2025-04-20_22-01-11.jpg
242.0,"April 20, 2025",10:01 PM,Mobile Detected,Mobile Detected detected with 0.51 confidence,cheating_frames/Mobile Detected_2025-04-20_22-01-16.jpg,,,,,,
,,,,,,243.0,"April 20, 2025",10:09 PM,cheating,cheating detected with 0.43 confidence,cheating_frames/cheating_2025-04-20_22-09-11.jpg
,,,,,,244.0,"April 20, 2025",10:09 PM,cheating,cheating detected with 0.40 confidence,cheating_frames/cheating_2025-04-20_22-09-19.jpg
,,,,,,245.0,"April 20, 2025",10:09 PM,cheating,cheating detected with 0.45 confidence,cheating_frames/cheating_2025-04-20_22-09-47.jpg
,,,,,,246.0,"April 20, 2025",10:14 PM,Mobile Detected,Mobile Detected detected with 0.40 confidence,cheating_frames/Mobile Detected_2025-04-20_22-14-48.jpg
,,,,,,247.0,"April 20, 2025",10:14 PM,cheating,cheating detected with 0.41 confidence,cheating_frames/cheating_2025-04-20_22-14-54.jpg
,,,,,,248.0,"April 20, 2025",10:15 PM,cheating,cheating detected with 0.43 confidence,cheating_frames/cheating_2025-04-20_22-15-02.jpg
,,,,,,249.0,"April 20, 2025",10:15 PM,cheating,cheating detected with 0.63 confidence,cheating_frames/cheating_2025-04-20_22-15-07.jpg
,,,,,,250.0,"April 20, 2025",10:15 PM,cheating,cheating detected with 0.61 confidence,cheating_frames/cheating_2025-04-20_22-15-12.jpg
,,,,,,251.0,"April 20, 2025",10:15 PM,cheating,cheating detected with 0.53 confidence,cheating_frames/cheating_2025-04-20_22-15-17.jpg
,,,,,,252.0,"April 20, 2025",10:16 PM,Mobile Detected,Mobile Detected detected with 0.48 confidence,cheating_frames/Mobile Detected_2025-04-20_22-16-02.jpg
,,,,,,253.0,"April 20, 2025",10:16 PM,cheating,cheating detected with 0.46 confidence,cheating_frames/cheating_2025-04-20_22-16-07.jpg
,,,,,,254.0,"April 20, 2025",10:29 PM,cheating,cheating detected with 0.47 confidence,cheating_frames/cheating_2025-04-20_22-29-41.jpg
,,,,,,255.0,"April 20, 2025",10:29 PM,cheating,cheating detected with 0.60 confidence,cheating_frames/cheating_2025-04-20_22-29-46.jpg
,,,,,,256.0,"April 20, 2025",10:29 PM,cheating,cheating detected with 0.63 confidence,cheating_frames/cheating_2025-04-20_22-29-55.jpg
,,,,,,257.0,"April 20, 2025",10:30 PM,cheating,cheating detected with 0.43 confidence,cheating_frames/cheating_2025-04-20_22-30-06.jpg
